         130222 function calls (122138 primitive calls) in 0.077 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 context.py:218(_resolve_builtin_function_type)
       29    0.000    0.000    0.001    0.000 context.py:220(decref)
       10    0.000    0.000    0.001    0.000 context.py:234(_resolve_user_function_type)
       12    0.000    0.000    0.000    0.000 context.py:251(_get_attribute_templates)
       10    0.000    0.000    0.000    0.000 context.py:26(astuple)
        6    0.000    0.000    0.000    0.000 context.py:264(resolve_getattr)
       12    0.000    0.000    0.000    0.000 context.py:269(core)
       12    0.000    0.000    0.000    0.000 context.py:288(find_matching_getattr_template)
        8    0.000    0.000    0.000    0.000 context.py:363(resolve_value_type)
        1    0.000    0.000    0.000    0.000 context.py:388(_get_global_type)
        2    0.000    0.000    0.000    0.000 context.py:395(_load_builtins)
       20    0.000    0.000    0.000    0.000 context.py:408(install_registry)
       11    0.000    0.000    0.000    0.000 context.py:435(_lookup_global)
        2    0.000    0.000    0.000    0.000 context.py:47(__init__)
    28/16    0.000    0.000    0.000    0.000 context.py:497(can_convert)
        1    0.000    0.000    0.000    0.000 context.py:51(__getitem__)
       10    0.000    0.000    0.000    0.000 context.py:522(_rate_arguments)
        6    0.000    0.000    0.000    0.000 context.py:572(resolve_overload)
        1    0.000    0.000    0.000    0.000 context.py:58(__len__)
       10    0.000    0.000    0.000    0.000 context.py:597(<lambda>)
        2    0.000    0.000    0.000    0.000 context.py:61(register)
        1    0.000    0.000    0.000    0.000 context.py:619(unify_types)
        1    0.000    0.000    0.000    0.000 context.py:622(keyfunc)
       13    0.000    0.000    0.000    0.000 context.py:635(unify_pairs)
        2    0.000    0.000    0.000    0.000 context.py:680(load_additional_registries)
        1    0.000    0.000    0.000    0.000 context.py:75(finditer)
        5    0.000    0.000    0.000    0.000 context.py:8(get_global_context)
        1    0.000    0.000    0.000    0.000 context.py:93(match)
      220    0.013    0.000    0.013    0.000 contextlib.py:157(helper)
      220    0.000    0.000    0.000    0.000 contextlib.py:59(__init__)
  220/167    0.000    0.000    0.001    0.000 contextlib.py:79(__enter__)
  220/167    0.000    0.000    0.000    0.000 contextlib.py:85(__exit__)
       67    0.000    0.000    0.000    0.000 controlflow.py:107(set_entry_point)
       67    0.000    0.000    0.007    0.000 controlflow.py:114(process)
        1    0.000    0.000    0.000    0.000 controlflow.py:133(dominators)
        1    0.000    0.000    0.000    0.000 controlflow.py:142(post_dominators)
        7    0.000    0.000    0.000    0.000 controlflow.py:16(__init__)
       24    0.000    0.000    0.000    0.000 controlflow.py:188(entry_point)
        1    0.000    0.000    0.000    0.000 controlflow.py:201(backbone)
       14    0.000    0.000    0.000    0.000 controlflow.py:210(loops)
        7    0.000    0.000    0.000    0.000 controlflow.py:217(in_loops)
        7    0.000    0.000    0.000    0.000 controlflow.py:222(<listcomp>)
        2    0.000    0.000    0.000    0.000 controlflow.py:224(dead_nodes)
        1    0.000    0.000    0.000    0.000 controlflow.py:230(nodes)
      337    0.000    0.000    0.000    0.000 controlflow.py:306(_add_edge)
       67    0.000    0.000    0.000    0.000 controlflow.py:313(_remove_node_edges)
      404    0.000    0.000    0.000    0.000 controlflow.py:321(_dfs)
        7    0.000    0.000    0.000    0.000 controlflow.py:33(__iter__)
       67    0.000    0.000    0.001    0.000 controlflow.py:334(_eliminate_dead_blocks)
       67    0.000    0.000    0.000    0.000 controlflow.py:348(_find_exit_points)
       67    0.000    0.000    0.000    0.000 controlflow.py:358(_find_postorder)
   337/67    0.000    0.000    0.000    0.000 controlflow.py:364(_dfs_rec)
       67    0.000    0.000    0.001    0.000 controlflow.py:375(_find_immediate_dominators)
       67    0.000    0.000    0.000    0.000 controlflow.py:385(intersect)
       67    0.000    0.000    0.000    0.000 controlflow.py:397(<dictcomp>)
     1147    0.000    0.000    0.000    0.000 controlflow.py:407(<genexpr>)
       67    0.000    0.000    0.000    0.000 controlflow.py:415(_find_dominator_tree)
       67    0.000    0.000    0.000    0.000 controlflow.py:428(_find_dominance_frontier)
       67    0.000    0.000    0.000    0.000 controlflow.py:431(<dictcomp>)
      134    0.002    0.000    0.002    0.000 controlflow.py:443(_find_dominators_internal)
     1080    0.000    0.000    0.000    0.000 controlflow.py:479(<listcomp>)
       67    0.000    0.000    0.001    0.000 controlflow.py:486(_find_dominators)
       67    0.000    0.000    0.001    0.000 controlflow.py:489(_find_post_dominators)
       67    0.000    0.000    0.000    0.000 controlflow.py:509(_find_back_edges)
      404    0.000    0.000    0.000    0.000 controlflow.py:520(<genexpr>)
       67    0.000    0.000    0.000    0.000 controlflow.py:523(_find_topo_order)
   337/67    0.000    0.000    0.000    0.000 controlflow.py:529(_dfs_rec)
       67    0.000    0.000    0.000    0.000 controlflow.py:541(_find_descendents)
       67    0.001    0.000    0.001    0.000 controlflow.py:551(_find_loops)
      404    0.000    0.000    0.000    0.000 controlflow.py:588(<genexpr>)
       67    0.000    0.000    0.000    0.000 controlflow.py:591(<lambda>)
       67    0.000    0.000    0.000    0.000 controlflow.py:62(__init__)
        1    0.000    0.000    0.000    0.000 controlflow.py:637(__init__)
       16    0.000    0.000    0.000    0.000 controlflow.py:658(iterliveblocks)
       14    0.000    0.000    0.000    0.000 controlflow.py:666(incoming_blocks)
        1    0.000    0.000    0.000    0.000 controlflow.py:677(run)
      337    0.000    0.000    0.000    0.000 controlflow.py:69(add_node)
        8    0.000    0.000    0.000    0.000 controlflow.py:717(<genexpr>)
        4    0.000    0.000    0.000    0.000 controlflow.py:739(jump)
       22    0.000    0.000    0.000    0.000 controlflow.py:746(_iter_inst)
       21    0.000    0.000    0.000    0.000 controlflow.py:753(_use_new_block)
      337    0.000    0.000    0.000    0.000 controlflow.py:76(add_edge)
        7    0.000    0.000    0.000    0.000 controlflow.py:764(_start_new_block)
        1    0.000    0.000    0.000    0.000 controlflow.py:769(op_SETUP_LOOP)
        1    0.000    0.000    0.000    0.000 controlflow.py:789(op_POP_BLOCK)
        1    0.000    0.000    0.000    0.000 controlflow.py:792(op_FOR_ITER)
        1    0.000    0.000    0.000    0.000 controlflow.py:815(op_JUMP_ABSOLUTE)
        1    0.000    0.000    0.000    0.000 controlflow.py:823(op_RETURN_VALUE)
     1092    0.000    0.000    0.000    0.000 controlflow.py:91(successors)
      455    0.000    0.000    0.000    0.000 controlflow.py:99(predecessors)
   483/27    0.000    0.000    0.001    0.000 copy.py:132(deepcopy)
      292    0.000    0.000    0.000    0.000 copy.py:190(_deepcopy_atomic)
       70    0.000    0.000    0.000    0.000 copy.py:210(_deepcopy_list)
       43    0.000    0.000    0.000    0.000 copy.py:219(_deepcopy_tuple)
       43    0.000    0.000    0.000    0.000 copy.py:220(<listcomp>)
       27    0.000    0.000    0.001    0.000 copy.py:236(_deepcopy_dict)
      148    0.000    0.000    0.000    0.000 copy.py:252(_keep_alive)
       61    0.000    0.000    0.000    0.000 copy.py:268(_reconstruct)
      102    0.000    0.000    0.000    0.000 copy.py:273(<genexpr>)
       40    0.000    0.000    0.000    0.000 copy.py:66(copy)
       10    0.000    0.000    0.000    0.000 copyreg.py:87(__newobj__)
        2    0.000    0.000    0.000    0.000 core.py:110(int)
       22    0.000    0.000    0.000    0.000 core.py:126(null)
        5    0.000    0.000    0.000    0.000 core.py:146(bitcast)
       22    0.000    0.000    0.001    0.000 core.py:161(get_or_insert_function)
        4    0.000    0.000    0.000    0.000 core.py:170(add_function)
       15    0.000    0.000    0.000    0.000 core.py:173(add_global_variable)
        7    0.000    0.000    0.000    0.000 core.py:177(get_global_variable_named)
        6    0.000    0.000    0.000    0.000 core.py:240(icmp)
       18    0.000    0.000    0.000    0.000 core.py:65(int)
        3    0.000    0.000    0.000    0.000 core.py:77(double)
        9    0.000    0.000    0.000    0.000 core.py:81(pointer)
       20    0.000    0.000    0.000    0.000 core.py:85(function)
        1    0.000    0.000    0.000    0.000 core.py:89(struct)
       15    0.000    0.000    0.000    0.000 core.py:97(void)
        1    0.000    0.000    0.000    0.000 cpu.py:140(post_lowering)
        1    0.000    0.000    0.003    0.003 cpu.py:151(create_cpython_wrapper)
        1    0.000    0.000    0.003    0.003 cpu.py:162(create_cfunc_wrapper)
        1    0.000    0.000    0.000    0.000 cpu.py:168(<listcomp>)
        1    0.000    0.000    0.007    0.007 cpu.py:193(get_executable)
        2    0.000    0.000    0.000    0.000 cpu.py:41(create_module)
        1    0.000    0.000    0.000    0.000 cpu.py:64(load_additional_registries)
        5    0.000    0.000    0.000    0.000 cpu.py:88(codegen)
        1    0.000    0.000    0.000    0.000 cpu.py:95(get_env_body)
        1    0.000    0.000    0.000    0.000 cpu_options.py:37(__bool__)
        1    0.000    0.000    0.000    0.000 cpu_options.py:48(__init__)
        1    0.000    0.000    0.000    0.000 dataflow.py:109(add_syntax_block)
        1    0.000    0.000    0.000    0.000 dataflow.py:116(pop_syntax_block)
        1    0.000    0.000    0.000    0.000 dataflow.py:126(op_NOP)
        1    0.000    0.000    0.000    0.000 dataflow.py:19(__init__)
        2    0.000    0.000    0.000    0.000 dataflow.py:214(op_POP_TOP)
        1    0.000    0.000    0.000    0.000 dataflow.py:226(op_STORE_FAST)
        2    0.000    0.000    0.000    0.000 dataflow.py:240(op_LOAD_FAST)
        3    0.000    0.000    0.000    0.000 dataflow.py:246(op_LOAD_CONST)
        3    0.000    0.000    0.000    0.000 dataflow.py:251(op_LOAD_GLOBAL)
        1    0.000    0.000    0.000    0.000 dataflow.py:26(run)
        1    0.000    0.000    0.000    0.000 dataflow.py:285(op_GET_ITER)
        1    0.000    0.000    0.000    0.000 dataflow.py:291(op_FOR_ITER)
        1    0.000    0.000    0.000    0.000 dataflow.py:299(pop_info)
        7    0.000    0.000    0.000    0.000 dataflow.py:30(run_on_block)
        3    0.000    0.000    0.000    0.000 dataflow.py:304(op_CALL_FUNCTION)
        3    0.000    0.000    0.000    0.000 dataflow.py:306(<listcomp>)
        1    0.000    0.000    0.000    0.000 dataflow.py:623(op_JUMP_ABSOLUTE)
        1    0.000    0.000    0.000    0.000 dataflow.py:636(op_RETURN_VALUE)
        1    0.000    0.000    0.000    0.000 dataflow.py:646(op_SETUP_LOOP)
        1    0.000    0.000    0.000    0.000 dataflow.py:676(op_POP_BLOCK)
        1    0.000    0.000    0.000    0.000 dataflow.py:730(__init__)
        7    0.000    0.000    0.000    0.000 dataflow.py:742(__init__)
       20    0.000    0.000    0.000    0.000 dataflow.py:769(make_temp)
       14    0.000    0.000    0.000    0.000 dataflow.py:774(push)
       15    0.000    0.000    0.000    0.000 dataflow.py:778(pop)
        4    0.000    0.000    0.000    0.000 dataflow.py:805(make_incoming)
        4    0.000    0.000    0.000    0.000 dataflow.py:818(request_outgoing)
        1    0.000    0.000    0.000    0.000 dataflow.py:835(tos)
       18    0.000    0.000    0.000    0.000 dataflow.py:841(append)
        2    0.000    0.000    0.000    0.000 dataflow.py:849(terminator)
       21    0.000    0.000    0.000    0.000 dataflow.py:85(dispatch)
        8    0.000    0.000    0.000    0.000 dataflow.py:853(active_try_block)
        1    0.000    0.000    0.000    0.000 debuginfo.py:43(__init__)
       33    0.000    0.000    0.000    0.000 debuginfo.py:49(mark_location)
        1    0.000    0.000    0.000    0.000 debuginfo.py:52(mark_subprogram)
        1    0.000    0.000    0.000    0.000 debuginfo.py:55(finalize)
       21    0.000    0.000    0.000    0.000 dis.py:361(_unpack_opargs)
        1    0.000    0.000    0.000    0.000 dis.py:372(findlabels)
        4    0.000    0.000    0.000    0.000 dis.py:391(findlinestarts)
        1    0.000    0.000    0.000    0.000 dispatcher.py:118(_get_implementation)
        1    0.000    0.000    0.000    0.000 dispatcher.py:121(_customize_flags)
        1    0.000    0.000    0.000    0.000 dispatcher.py:175(__enter__)
        1    0.000    0.000    0.000    0.000 dispatcher.py:179(__exit__)
        2    0.000    0.000    0.000    0.000 dispatcher.py:183(__bool__)
        4    0.000    0.000    0.000    0.000 dispatcher.py:265(nopython_signatures)
        4    0.000    0.000    0.000    0.000 dispatcher.py:267(<listcomp>)
        1    0.000    0.000    0.000    0.000 dispatcher.py:277(add_overload)
        1    0.000    0.000    0.000    0.000 dispatcher.py:279(<listcomp>)
        4    0.000    0.000    0.000    0.000 dispatcher.py:286(get_call_template)
        2    0.000    0.000    0.000    0.000 dispatcher.py:312(get_overload)
        2    0.000    0.000    0.000    0.000 dispatcher.py:319(is_compiling)
        1    0.000    0.000    0.077    0.077 dispatcher.py:326(_compile_for_args)
        4    0.000    0.000    0.000    0.000 dispatcher.py:55(fold_argument_types)
       10    0.000    0.000    0.000    0.000 dispatcher.py:612(__repr__)
        4    0.000    0.000    0.000    0.000 dispatcher.py:62(normal_handler)
        2    0.000    0.000    0.000    0.000 dispatcher.py:700(_numba_type_)
        1    0.000    0.000    0.077    0.077 dispatcher.py:76(compile)
        1    0.000    0.000    0.077    0.077 dispatcher.py:770(compile)
        1    0.000    0.000    0.077    0.077 dispatcher.py:83(_compile_cached)
        1    0.000    0.000    0.077    0.077 dispatcher.py:98(_compile_core)
        1    0.000    0.000    0.000    0.000 entrypoints.py:10(init_all)
       23    0.000    0.000    0.000    0.000 enum.py:267(__call__)
       15    0.000    0.000    0.000    0.000 enum.py:328(__getitem__)
       23    0.000    0.000    0.000    0.000 enum.py:517(__new__)
        1    0.000    0.000    0.000    0.000 errors.py:162(code)
        6    0.000    0.000    0.000    0.000 errors.py:165(errmsg)
        1    0.000    0.000    0.000    0.000 errors.py:168(filename)
        1    0.000    0.000    0.000    0.000 errors.py:171(indicate)
        1    0.000    0.000    0.000    0.000 errors.py:174(highlight)
        5    0.000    0.000    0.000    0.000 errors.py:177(termcolor)
        1    0.000    0.000    0.000    0.000 errors.py:29(__init__)
        1    0.000    0.000    0.000    0.000 errors.py:483(__init__)
       52    0.000    0.000    0.000    0.000 errors.py:488(catch_warnings)
        1    0.000    0.000    0.000    0.000 errors.py:509(flush)
        4    0.000    0.000    0.000    0.000 errors.py:529(__init__)
      142    0.000    0.000    0.000    0.000 errors.py:781(new_error_context)
        2    0.000    0.000    0.000    0.000 executionengine.py:138(_find_module_ptr)
        1    0.000    0.000    0.000    0.000 executionengine.py:171(_raw_object_cache_notify)
        1    0.000    0.000    0.000    0.000 executionengine.py:189(_raw_object_cache_getbuffer)
        2    0.000    0.000    0.000    0.000 executionengine.py:57(get_function_address)
        1    0.000    0.000    0.000    0.000 executionengine.py:65(get_global_value_address)
        1    0.000    0.000    0.000    0.000 executionengine.py:77(add_module)
        1    0.000    0.000    0.002    0.002 executionengine.py:87(finalize_object)
      355    0.009    0.000    0.009    0.000 ffi.py:111(__call__)
       20    0.000    0.000    0.000    0.000 ffi.py:183(__init__)
       40    0.000    0.000    0.000    0.000 ffi.py:188(close)
       20    0.000    0.000    0.000    0.000 ffi.py:195(__enter__)
       20    0.000    0.000    0.000    0.000 ffi.py:198(__exit__)
       20    0.000    0.000    0.000    0.000 ffi.py:201(__del__)
        5    0.000    0.000    0.000    0.000 ffi.py:208(__str__)
        5    0.000    0.000    0.000    0.000 ffi.py:215(__bool__)
      110    0.000    0.000    0.000    0.000 ffi.py:250(__init__)
      113    0.000    0.000    0.000    0.000 ffi.py:257(close)
      119    0.000    0.000    0.000    0.000 ffi.py:267(detach)
       80    0.000    0.000    0.000    0.000 ffi.py:276(_dispose)
        6    0.000    0.000    0.000    0.000 ffi.py:291(__enter__)
        6    0.000    0.000    0.000    0.000 ffi.py:297(__exit__)
      107    0.000    0.000    0.000    0.000 ffi.py:300(__del__)
        2    0.000    0.000    0.000    0.000 ffi.py:317(__hash__)
      355    0.000    0.000    0.000    0.000 ffi.py:55(__getattr__)
        3    0.000    0.000    0.000    0.000 funcdesc.py:100(llvm_func_name)
        2    0.000    0.000    0.000    0.000 funcdesc.py:109(llvm_cpython_wrapper_name)
        1    0.000    0.000    0.000    0.000 funcdesc.py:118(llvm_cfunc_wrapper_name)
        2    0.000    0.000    0.000    0.000 funcdesc.py:12(default_mangler)
        1    0.000    0.000    0.000    0.000 funcdesc.py:129(_get_function_info)
        1    0.000    0.000    0.000    0.000 funcdesc.py:158(_from_python_function)
        1    0.000    0.000    0.000    0.000 funcdesc.py:16(qualifying_prefix)
        1    0.000    0.000    0.000    0.000 funcdesc.py:177(from_specialized_function)
        1    0.000    0.000    0.000    0.000 funcdesc.py:38(__init__)
        1    0.000    0.000    0.000    0.000 funcdesc.py:62(<genexpr>)
        1    0.000    0.000    0.000    0.000 funcdesc.py:75(lookup_globals)
        2    0.000    0.000    0.000    0.000 funcdesc.py:83(lookup_module)
        2    0.000    0.000    0.000    0.000 function_type.py:64(lower_constant_dispatcher)
       19    0.000    0.000    0.000    0.000 functions.py:101(key)
        1    0.000    0.000    0.000    0.000 functions.py:113(get_impl_key)
        2    0.000    0.000    0.000    0.000 functions.py:120(get_call_type)
        2    0.000    0.000    0.000    0.000 functions.py:14(__init__)
        2    0.000    0.000    0.000    0.000 functions.py:235(_store_object)
        8    0.000    0.000    0.000    0.000 functions.py:238(_get_object)
       26    0.000    0.000    0.000    0.000 functions.py:244(key)
       44    0.000    0.000    0.000    0.000 functions.py:248(__eq__)
       26    0.000    0.000    0.000    0.000 functions.py:253(__hash__)
        2    0.000    0.000    0.000    0.000 functions.py:262(__init__)
        4    0.000    0.000    0.000    0.000 functions.py:271(get_call_type)
        8    0.000    0.000    0.000    0.000 functions.py:287(dispatcher)
        2    0.000    0.000    0.000    0.000 functions.py:294(get_overload)
        2    0.000    0.000    0.000    0.000 functions.py:300(get_impl_key)
        8    0.000    0.000    0.000    0.000 functools.py:764(dispatch)
        8    0.000    0.000    0.000    0.000 functools.py:802(wrapper)
        1    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        2    0.000    0.000    0.000    0.000 genericpath.py:69(commonprefix)
        2    0.000    0.000    0.000    0.000 imputils.py:169(fix_returning_optional)
        1    0.000    0.000    0.000    0.000 imputils.py:183(user_function)
        2    0.000    0.000    0.001    0.001 imputils.py:188(imp)
        1    0.000    0.000    0.000    0.000 imputils.py:237(iternext_wrapper)
        1    0.000    0.000    0.000    0.000 imputils.py:256(__init__)
        1    0.000    0.000    0.000    0.000 imputils.py:267(set_valid)
        1    0.000    0.000    0.000    0.000 imputils.py:276(yield_)
        1    0.000    0.000    0.001    0.001 imputils.py:329(wrapper)
        2    0.000    0.000    0.000    0.000 imputils.py:421(impl_ret_new_ref)
        1    0.000    0.000    0.000    0.000 imputils.py:428(impl_ret_borrowed)
        2    0.000    0.000    0.000    0.000 imputils.py:439(impl_ret_untracked)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:1030(__init__)
        4    0.000    0.000    0.000    0.000 inline_closurecall.py:1034(match)
        4    0.000    0.000    0.000    0.000 inline_closurecall.py:1047(_inline_const_arraycall)
        3    0.000    0.000    0.000    0.000 inline_closurecall.py:1058(inline_array)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:112(<listcomp>)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:115(<lambda>)
        4    0.000    0.000    0.000    0.000 inline_closurecall.py:1150(State)
        4    0.000    0.000    0.000    0.000 inline_closurecall.py:1157(__init__)
       43    0.000    0.000    0.000    0.000 inline_closurecall.py:1181(list_var_used)
       43    0.000    0.000    0.000    0.000 inline_closurecall.py:1186(<listcomp>)
        3    0.000    0.000    0.000    0.000 inline_closurecall.py:135(_inline_reduction)
        3    0.000    0.000    0.000    0.000 inline_closurecall.py:161(_inline_stencil)
        3    0.000    0.000    0.000    0.000 inline_closurecall.py:233(_inline_closure)
        6    0.000    0.000    0.000    0.000 inline_closurecall.py:481(_make_debug_print)
        3    0.000    0.000    0.000    0.000 inline_closurecall.py:482(debug_print)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:488(_debug_dump)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:560(_find_arraycall)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:61(__init__)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:641(_inline_arraycall)
        1    0.000    0.000    0.001    0.001 inline_closurecall.py:68(run)
       13    0.000    0.000    0.000    0.000 inspect.py:159(isfunction)
        1    0.000    0.000    0.000    0.000 inspect.py:172(isgeneratorfunction)
        6    0.000    0.000    0.000    0.000 inspect.py:2102(_signature_from_function)
        6    0.000    0.000    0.000    0.000 inspect.py:2183(_signature_from_callable)
       20    0.000    0.000    0.000    0.000 inspect.py:2452(__init__)
       44    0.000    0.000    0.000    0.000 inspect.py:2502(name)
        6    0.000    0.000    0.000    0.000 inspect.py:2506(default)
       24    0.000    0.000    0.000    0.000 inspect.py:2514(kind)
        6    0.000    0.000    0.000    0.000 inspect.py:2591(__init__)
        6    0.000    0.000    0.000    0.000 inspect.py:2732(__init__)
       26    0.000    0.000    0.000    0.000 inspect.py:2781(<genexpr>)
        6    0.000    0.000    0.000    0.000 inspect.py:2811(from_callable)
       31    0.000    0.000    0.000    0.000 inspect.py:2817(parameters)
        6    0.000    0.000    0.000    0.000 inspect.py:2861(_bind)
        6    0.000    0.000    0.000    0.000 inspect.py:2992(bind)
        6    0.000    0.000    0.000    0.000 inspect.py:3063(signature)
        6    0.000    0.000    0.000    0.000 inspect.py:485(unwrap)
        6    0.000    0.000    0.000    0.000 inspect.py:505(_is_wrapper)
        1    0.000    0.000    0.000    0.000 inspect.py:64(ismodule)
        1    0.000    0.000    0.000    0.000 inspect.py:714(getmodule)
       24    0.000    0.000    0.000    0.000 inspect.py:73(isclass)
       23    0.000    0.000    0.000    0.000 instructions.py:112(_descr)
       23    0.000    0.000    0.000    0.000 instructions.py:113(<listcomp>)
      395    0.001    0.000    0.002    0.000 instructions.py:13(__init__)
       23    0.000    0.000    0.000    0.000 instructions.py:131(<listcomp>)
       23    0.000    0.000    0.000    0.000 instructions.py:133(<listcomp>)
       23    0.000    0.000    0.000    0.000 instructions.py:138(descr)
       54    0.000    0.000    0.000    0.000 instructions.py:162(__init__)
       43    0.000    0.000    0.000    0.000 instructions.py:166(descr)
       43    0.000    0.000    0.000    0.000 instructions.py:168(<listcomp>)
        9    0.000    0.000    0.000    0.000 instructions.py:176(set_weights)
       11    0.000    0.000    0.000    0.000 instructions.py:187(__init__)
       11    0.000    0.000    0.000    0.000 instructions.py:191(return_value)
       11    0.000    0.000    0.000    0.000 instructions.py:198(descr)
       18    0.000    0.000    0.000    0.000 instructions.py:26(module)
        6    0.000    0.000    0.000    0.000 instructions.py:277(__init__)
       12    0.000    0.000    0.000    0.000 instructions.py:282(cond)
       12    0.000    0.000    0.000    0.000 instructions.py:286(lhs)
       12    0.000    0.000    0.000    0.000 instructions.py:290(rhs)
        6    0.000    0.000    0.000    0.000 instructions.py:294(descr)
       19    0.000    0.000    0.000    0.000 instructions.py:30(descr)
       33    0.000    0.000    0.000    0.000 instructions.py:308(__init__)
       33    0.000    0.000    0.000    0.000 instructions.py:324(descr)
       33    0.000    0.000    0.000    0.000 instructions.py:327(<genexpr>)
       19    0.000    0.000    0.000    0.000 instructions.py:34(<listcomp>)
        5    0.000    0.000    0.000    0.000 instructions.py:378(__init__)
        5    0.000    0.000    0.000    0.000 instructions.py:381(descr)
       78    0.000    0.000    0.000    0.000 instructions.py:393(__init__)
       78    0.000    0.000    0.000    0.000 instructions.py:398(descr)
       99    0.000    0.000    0.001    0.000 instructions.py:414(__init__)
       99    0.000    0.000    0.000    0.000 instructions.py:418(descr)
       34    0.000    0.000    0.000    0.000 instructions.py:474(__init__)
       34    0.000    0.000    0.000    0.000 instructions.py:480(descr)
       20    0.000    0.000    0.000    0.000 instructions.py:492(__init__)
       20    0.000    0.000    0.000    0.000 instructions.py:514(descr)
       20    0.000    0.000    0.000    0.000 instructions.py:515(<listcomp>)
       24    0.000    0.000    0.000    0.000 instructions.py:622(__init__)
       24    0.000    0.000    0.000    0.000 instructions.py:637(descr)
       24    0.000    0.000    0.000    0.000 instructions.py:638(<listcomp>)
       23    0.000    0.000    0.000    0.000 instructions.py:64(__init__)
       46    0.000    0.000    0.000    0.000 instructions.py:90(callee)
       23    0.000    0.000    0.000    0.000 instructions.py:98(args)
        1    0.000    0.000    0.000    0.000 interpreter.py:1108(op_JUMP_ABSOLUTE)
        1    0.000    0.000    0.000    0.000 interpreter.py:1116(op_POP_BLOCK)
        1    0.000    0.000    0.000    0.000 interpreter.py:1122(op_RETURN_VALUE)
        1    0.000    0.000    0.000    0.000 interpreter.py:143(_legalize_exception_vars)
        1    0.000    0.000    0.000    0.000 interpreter.py:165(init_first_block)
       19    0.000    0.000    0.000    0.000 interpreter.py:171(_iter_inst)
        7    0.000    0.000    0.000    0.000 interpreter.py:185(_start_new_block)
        7    0.000    0.000    0.000    0.000 interpreter.py:218(_end_current_block)
        7    0.000    0.000    0.000    0.000 interpreter.py:287(_remove_unused_temporaries)
        7    0.000    0.000    0.000    0.000 interpreter.py:301(_insert_outgoing_phis)
        3    0.000    0.000    0.000    0.000 interpreter.py:317(get_global_value)
       48    0.000    0.000    0.000    0.000 interpreter.py:338(current_scope)
        3    0.000    0.000    0.000    0.000 interpreter.py:342(code_consts)
        3    0.000    0.000    0.000    0.000 interpreter.py:346(code_locals)
        3    0.000    0.000    0.000    0.000 interpreter.py:350(code_names)
        7    0.000    0.000    0.000    0.000 interpreter.py:354(code_cellvars)
       18    0.000    0.000    0.000    0.000 interpreter.py:362(_dispatch)
        7    0.000    0.000    0.000    0.000 interpreter.py:37(__init__)
       17    0.000    0.000    0.000    0.000 interpreter.py:387(store)
       21    0.000    0.000    0.000    0.000 interpreter.py:404(get)
        7    0.000    0.000    0.000    0.000 interpreter.py:422(insert_block)
        3    0.000    0.000    0.000    0.000 interpreter.py:45(assign)
       21    0.000    0.000    0.000    0.000 interpreter.py:64(get_assignment_source)
        2    0.000    0.000    0.000    0.000 interpreter.py:685(op_LOAD_FAST)
        1    0.000    0.000    0.000    0.000 interpreter.py:689(op_STORE_FAST)
        3    0.000    0.000    0.000    0.000 interpreter.py:722(op_LOAD_CONST)
        3    0.000    0.000    0.000    0.000 interpreter.py:736(op_LOAD_GLOBAL)
        1    0.000    0.000    0.000    0.000 interpreter.py:763(op_SETUP_LOOP)
        1    0.000    0.000    0.000    0.000 interpreter.py:79(__init__)
        3    0.000    0.000    0.000    0.000 interpreter.py:833(op_CALL_FUNCTION)
        3    0.000    0.000    0.000    0.000 interpreter.py:835(<listcomp>)
        1    0.000    0.000    0.000    0.000 interpreter.py:915(op_GET_ITER)
        1    0.000    0.000    0.000    0.000 interpreter.py:919(op_FOR_ITER)
        1    0.000    0.000    0.001    0.001 interpreter.py:94(interpret)
       20    0.000    0.000    0.000    0.000 ir.py:1004(__repr__)
      278    0.000    0.000    0.000    0.000 ir.py:1007(__str__)
       20    0.000    0.000    0.000    0.000 ir.py:1010(is_temp)
        2    0.000    0.000    0.000    0.000 ir.py:1074(__init__)
       21    0.000    0.000    0.000    0.000 ir.py:1083(define)
       19    0.000    0.000    0.000    0.000 ir.py:1091(get)
       19    0.000    0.000    0.000    0.000 ir.py:1099(get_exact)
        1    0.000    0.000    0.000    0.000 ir.py:111(strformat)
       14    0.000    0.000    0.000    0.000 ir.py:1112(get_or_define)
        7    0.000    0.000    0.000    0.000 ir.py:1121(redefine)
       14    0.000    0.000    0.000    0.000 ir.py:1179(__init__)
        7    0.000    0.000    0.000    0.000 ir.py:1186(copy)
       39    0.000    0.000    0.000    0.000 ir.py:1191(find_exprs)
      282    0.000    0.000    0.000    0.000 ir.py:1202(find_insts)
       20    0.000    0.000    0.000    0.000 ir.py:1220(prepend)
       25    0.000    0.000    0.000    0.000 ir.py:1224(append)
       21    0.000    0.000    0.001    0.000 ir.py:1235(dump)
      192    0.000    0.000    0.000    0.000 ir.py:1242(<genexpr>)
      485    0.000    0.000    0.000    0.000 ir.py:1245(terminator)
