218108028.93219793
         20197904 function calls (20187608 primitive calls) in 11.526 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 callconv.py:438(return_status_propagate)
        5    0.000    0.000    0.000    0.000 callconv.py:445(_return_errcode_raw)
        6    0.000    0.000    0.000    0.000 callconv.py:448(_get_return_status)
        8    0.000    0.000    0.000    0.000 callconv.py:472(get_function_type)
        4    0.000    0.000    0.000    0.000 callconv.py:484(decorate_function)
        4    0.000    0.000    0.000    0.000 callconv.py:490(<listcomp>)
        6    0.000    0.000    0.000    0.000 callconv.py:508(get_arguments)
       12    0.000    0.000    0.000    0.000 callconv.py:514(_get_return_argument)
       10    0.000    0.000    0.000    0.000 callconv.py:517(_get_excinfo_argument)
        6    0.000    0.000    0.002    0.000 callconv.py:520(call_function)
        2    0.000    0.000    0.000    0.000 callconv.py:548(__init__)
        1    0.000    0.000    0.000    0.000 callconv.py:551(fp_zero_division)
        2    0.000    0.000    0.000    0.000 callconv.py:588(create_error_model)
        8    0.000    0.000    0.000    0.000 callconv.py:97(get_return_type)
        2    0.000    0.000    0.006    0.003 callwrapper.py:101(build)
        2    0.000    0.000    0.000    0.000 callwrapper.py:11(__init__)
        2    0.000    0.000    0.005    0.003 callwrapper.py:126(build_wrapper)
        2    0.000    0.000    0.000    0.000 callwrapper.py:129(<listcomp>)
        2    0.000    0.000    0.001    0.000 callwrapper.py:183(get_env)
        2    0.000    0.000    0.000    0.000 callwrapper.py:197(_simplified_return_type)
        2    0.000    0.000    0.001    0.001 callwrapper.py:20(add_arg)
        4    0.000    0.000    0.000    0.000 callwrapper.py:209(debug_print)
        4    0.000    0.000    0.000    0.000 callwrapper.py:38(cleanup_arg)
        2    0.000    0.000    0.000    0.000 callwrapper.py:66(emit_cleanup)
        2    0.000    0.000    0.000    0.000 callwrapper.py:92(__init__)
        1    0.000    0.000    0.000    0.000 cffi_utils.py:184(FFI_from_buffer)
        1    0.000    0.000    0.000    0.000 cffi_utils.py:204(FFIAttribute)
        1    0.000    0.000    0.000    0.000 cffi_utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 cffiimpl.py:3(<module>)
       16    0.000    0.000    0.000    0.000 cgutils.py:1100(normalize_ir_text)
        2    0.000    0.000    0.000    0.000 cgutils.py:261(__init__)
       14    0.000    0.000    0.000    0.000 cgutils.py:308(__setattr__)
       43    0.000    0.000    0.002    0.000 cgutils.py:362(alloca_once)
        2    0.000    0.000    0.000    0.000 cgutils.py:394(insert_pure_function)
       20    0.000    0.000    0.000    0.000 cgutils.py:411(get_null_value)
        2    0.000    0.000    0.000    0.000 cgutils.py:415(is_null)
        8    0.000    0.000    0.000    0.000 cgutils.py:420(is_not_null)
        8    0.000    0.000    0.000    0.000 cgutils.py:425(if_unlikely)
        6    0.000    0.000    0.000    0.000 cgutils.py:429(if_likely)
       11    0.000    0.000    0.000    0.000 cgutils.py:44(make_bytearray)
        1    0.000    0.000    0.000    0.000 cgutils.py:759(_scalar_pred_against_zero)
        1    0.000    0.000    0.000    0.000 cgutils.py:770(is_scalar_zero)
        2    0.000    0.000    0.000    0.000 cgutils.py:829(if_zero)
        2    0.000    0.000    0.000    0.000 cgutils.py:841(is_pointer)
        2    0.000    0.000    0.000    0.000 cgutils.py:884(pointer_add)
       12    0.000    0.000    0.000    0.000 cgutils.py:910(global_constant)
        1    0.000    0.000    0.001    0.001 cmathdecl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:13(CMath_unary)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:29(<listcomp>)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:32(CMath_predicate)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:35(<listcomp>)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:39(CMath_isfinite)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:44(Cmath_log)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:47(<listcomp>)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:49(<listcomp>)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:52(Cmath_phase)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:58(Cmath_polar)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:68(Cmath_rect)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:70(<listcomp>)
        1    0.000    0.000    0.005    0.005 cmathimpl.py:3(<module>)
        4    0.000    0.000    0.000    0.000 cmathimpl.py:93(intrinsic_complex_unary)
        1    0.000    0.000    0.000    0.000 codecs.py:259(__init__)
        1    0.000    0.000    0.000    0.000 codecs.py:308(__init__)
        3    0.000    0.000    0.000    0.000 codecs.py:318(decode)
        2    0.000    0.000    0.000    0.000 codegen.py:108(codegen)
       10    0.000    0.000    0.000    0.000 codegen.py:118(_raise_if_finalized)
     11/8    0.000    0.000    0.014    0.002 codegen.py:123(_ensure_finalized)
        6    0.000    0.000    0.003    0.000 codegen.py:127(_optimize_functions)
        2    0.000    0.000    0.005    0.003 codegen.py:141(_optimize_final_module)
        3    0.000    0.000    0.000    0.000 codegen.py:148(_get_module_for_linking)
        2    0.000    0.000    0.000    0.000 codegen.py:183(create_ir_module)
        4    0.000    0.000    0.000    0.000 codegen.py:191(add_linking_library)
        6    0.000    0.000    0.012    0.002 codegen.py:199(add_ir_module)
        6    0.000    0.000    0.003    0.001 codegen.py:211(add_llvm_module)
        2    0.000    0.000    0.014    0.007 codegen.py:217(finalize)
        2    0.000    0.000    0.000    0.000 codegen.py:250(_finalize_dyanmic_globals)
        2    0.000    0.000    0.000    0.000 codegen.py:256(_verify_declare_only_symbols)
        2    0.000    0.000    0.008    0.004 codegen.py:264(_finalize_final_module)
        2    0.000    0.000    0.000    0.000 codegen.py:350(enable_object_caching)
        2    0.000    0.000    0.000    0.000 codegen.py:397(_object_compiled_hook)
        2    0.000    0.000    0.000    0.000 codegen.py:410(_object_getbuffer_hook)
        4    0.000    0.000    0.014    0.004 codegen.py:492(get_pointer_to_function)
        2    0.000    0.000    0.007    0.004 codegen.py:513(_finalize_specific)
        2    0.000    0.000    0.000    0.000 codegen.py:529(scan_unresolved_symbols)
        2    0.000    0.000    0.000    0.000 codegen.py:548(scan_defined_symbols)
        2    0.000    0.000    0.000    0.000 codegen.py:556(resolve)
        2    0.000    0.000    0.000    0.000 codegen.py:561(<listcomp>)
        8    0.000    0.000    0.007    0.001 codegen.py:575(wrapper)
        4    0.000    0.000    0.000    0.000 codegen.py:599(is_symbol_defined)
        2    0.000    0.000    0.000    0.000 codegen.py:604(_load_defined_symbols)
        4    0.000    0.000    0.000    0.000 codegen.py:608(<setcomp>)
        2    0.000    0.000    0.000    0.000 codegen.py:611(add_module)
        8    0.000    0.000    0.000    0.000 codegen.py:669(_create_empty_module)
        2    0.000    0.000    0.000    0.000 codegen.py:676(target_data)
        2    0.000    0.000    0.000    0.000 codegen.py:683(create_library)
        6    0.000    0.000    0.000    0.000 codegen.py:700(_function_pass_manager)
        6    0.000    0.000    0.000    0.000 codegen.py:707(_pass_manager_builder)
        2    0.000    0.000    0.000    0.000 codegen.py:720(_check_llvm_bugs)
        2    0.000    0.000    0.000    0.000 codegen.py:757(_scan_and_fix_unresolved_refs)
        2    0.000    0.000    0.000    0.000 codegen.py:848(_add_module)
        2    0.000    0.000    0.000    0.000 codegen.py:856(set_env)
        2    0.000    0.000    0.000    0.000 codegen.py:92(__init__)
        1    0.000    0.000    0.001    0.001 collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:18(ContainerLen)
        1    0.000    0.000    0.000    0.000 collections.py:28(SequenceBool)
        1    0.000    0.000    0.000    0.000 collections.py:39(GetItemSequence)
        1    0.000    0.000    0.000    0.000 collections.py:54(SetItemSequence)
        1    0.000    0.000    0.000    0.000 collections.py:69(DelItemSequence)
        1    0.000    0.000    0.000    0.000 collections.py:81(NamedTupleAttribute)
        1    0.000    0.000    0.000    0.000 collections.py:9(InContainer)
        1    0.000    0.000    0.000    0.000 collections.py:97(NamedTupleClassAttribute)
      286    0.000    0.000    0.000    0.000 common.py:27(_is_shutting_down)
       40    0.000    0.000    0.000    0.000 common.py:4(_encode_string)
       75    0.000    0.000    0.000    0.000 common.py:9(_decode_string)
        2    0.000    0.000    0.000    0.000 compiler.py:161(compile_result)
        2    0.000    0.000    0.000    0.000 compiler.py:221(__init__)
      374    0.000    0.000    0.000    0.000 compiler.py:248(__getattr__)
       64    0.000    0.000    0.000    0.000 compiler.py:254(__setattr__)
        2    0.000    0.000    0.000    0.000 compiler.py:258(_make_subtarget)
        2    0.000    0.000    0.749    0.374 compiler.py:284(__init__)
        2    0.000    0.000    0.102    0.051 compiler.py:326(compile_extra)
        2    0.000    0.000    0.101    0.050 compiler.py:356(_compile_core)
        2    0.000    0.000    0.101    0.050 compiler.py:396(_compile_bytecode)
        2    0.000    0.000    0.001    0.000 compiler.py:415(define_pipelines)
        2    0.000    0.000    0.001    0.000 compiler.py:439(define_nopython_pipeline)
        2    0.000    0.000    0.850    0.425 compiler.py:542(compile_extra)
       50    0.000    0.000    0.000    0.000 compiler_lock.py:10(acquire)
       50    0.000    0.000    0.000    0.000 compiler_lock.py:13(release)
       50    0.000    0.000    0.000    0.000 compiler_lock.py:16(__enter__)
       50    0.000    0.000    0.000    0.000 compiler_lock.py:19(__exit__)
        2    0.000    0.000    0.000    0.000 compiler_lock.py:22(is_locked)
     50/2    0.000    0.000    0.851    0.425 compiler_lock.py:29(_acquire_compile_lock)
        2    0.000    0.000    0.000    0.000 compiler_lock.py:49(require_global_compiler_lock)
        4    0.000    0.000    0.000    0.000 compiler_machinery.py:101(get_analysis)
       44    0.000    0.000    0.000    0.000 compiler_machinery.py:130(__init__)
       42    0.000    0.000    0.000    0.000 compiler_machinery.py:134(get_required_set)
        4    0.000    0.000    0.000    0.000 compiler_machinery.py:140(add_required)
        2    0.000    0.000    0.000    0.000 compiler_machinery.py:168(__init__)
       44    0.000    0.000    0.000    0.000 compiler_machinery.py:179(_validate_pass)
       44    0.000    0.000    0.000    0.000 compiler_machinery.py:192(add_pass)
      132    0.000    0.000    0.000    0.000 compiler_machinery.py:21(__enter__)
        2    0.000    0.000    0.000    0.000 compiler_machinery.py:218(_debug_init)
        6    0.000    0.000    0.000    0.000 compiler_machinery.py:220(parse)
        2    0.000    0.000    0.000    0.000 compiler_machinery.py:237(finalize)
        2    0.000    0.000    0.000    0.000 compiler_machinery.py:247(finalized)
      132    0.000    0.000    0.000    0.000 compiler_machinery.py:25(__exit__)
       44    0.001    0.000    0.099    0.002 compiler_machinery.py:259(_runPass)
      132    0.000    0.000    0.096    0.001 compiler_machinery.py:263(check)
       88    0.000    0.000    0.000    0.000 compiler_machinery.py:271(debug_print)
        2    0.000    0.000    0.100    0.050 compiler_machinery.py:318(run)
        4    0.000    0.000    0.000    0.000 compiler_machinery.py:34(__init__)
        2    0.000    0.000    0.000    0.000 compiler_machinery.py:343(dependency_analysis)
       42    0.000    0.000    0.000    0.000 compiler_machinery.py:358(resolve_requires)
        2    0.000    0.000    0.000    0.000 compiler_machinery.py:359(walk)
      132    0.000    0.000    0.000    0.000 compiler_machinery.py:39(name)
      132    0.000    0.000    0.000    0.000 compiler_machinery.py:402(is_registered)
       88    0.000    0.000    0.000    0.000 compiler_machinery.py:405(get)
       44    0.000    0.000    0.000    0.000 compiler_machinery.py:67(analysis)
       44    0.000    0.000    0.000    0.000 compiler_machinery.py:74(run_initialization)
       44    0.000    0.000    0.000    0.000 compiler_machinery.py:89(run_finalizer)
       40    0.000    0.000    0.000    0.000 compiler_machinery.py:96(get_analysis_usage)
        1    0.000    0.000    0.012    0.012 compressed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:27(_cs_matrix)
        2    0.000    0.000    0.000    0.000 config.py:385(reload_config)
        2    0.000    0.000    0.000    0.000 config.py:80(update)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        4    0.000    0.000    0.000    0.000 consts.py:111(_infer_getattr)
        2    0.000    0.000    0.000    0.000 consts.py:18(__init__)
    20/16    0.000    0.000    0.004    0.000 consts.py:24(infer_constant)
     10/6    0.000    0.000    0.004    0.001 consts.py:56(_do_infer)
        4    0.000    0.000    0.000    0.000 consts.py:73(_infer_expr)
        2    0.000    0.000    0.000    0.000 containers.py:259(is_types_iterable)
        2    0.000    0.000    0.000    0.000 containers.py:267(__init__)
        4    0.000    0.000    0.000    0.000 containers.py:268(<lambda>)
        2    0.000    0.000    0.000    0.000 containers.py:278(__new__)
        4    0.000    0.000    0.000    0.000 containers.py:286(<genexpr>)
        2    0.000    0.000    0.000    0.000 containers.py:291(__init__)
        6    0.000    0.000    0.000    0.000 containers.py:297(<genexpr>)
        2    0.000    0.000    0.000    0.000 containers.py:305(key)
        1    0.000    0.000    0.000    0.000 context.py:1(<module>)
        2    0.000    0.000    0.000    0.000 context.py:107(__init__)
        2    0.000    0.000    0.000    0.000 context.py:11(__init__)
       12    0.000    0.000    0.000    0.000 context.py:13(__init__)
        1    0.000    0.000    0.000    0.000 context.py:133(__init__)
        1    0.000    0.000    0.000    0.000 context.py:146(init)
       59    0.000    0.000    0.000    0.000 context.py:15(_require_nrt)
        4    0.000    0.000    0.094    0.023 context.py:151(refresh)
       59    0.000    0.000    0.000    0.000 context.py:180(get_meminfos)
       16    0.000    0.000    0.004    0.000 context.py:190(resolve_function_type)
       59    0.000    0.000    0.001    0.000 context.py:197(_call_incref_decref)
      103    0.000    0.000    0.000    0.000 context.py:21(__init__)
       10    0.000    0.000    0.000    0.000 context.py:21(_dispose)
       11    0.000    0.000    0.000    0.000 context.py:214(incref)
       48    0.000    0.000    0.000    0.000 context.py:220(decref)
       16    0.000    0.000    0.004    0.000 context.py:234(_resolve_user_function_type)
       60    0.000    0.000    0.000    0.000 context.py:251(_get_attribute_templates)
      103    0.000    0.000    0.000    0.000 context.py:26(astuple)
       28    0.000    0.000    0.002    0.000 context.py:264(resolve_getattr)
       56    0.000    0.000    0.000    0.000 context.py:269(core)
       60    0.000    0.000    0.000    0.000 context.py:288(find_matching_getattr_template)
       16    0.000    0.000    0.002    0.000 context.py:335(resolve_module_constants)
       30    0.000    0.000    0.006    0.000 context.py:363(resolve_value_type)
       26    0.000    0.000    0.000    0.000 context.py:388(_get_global_type)
        4    0.000    0.000    0.038    0.009 context.py:395(_load_builtins)
       40    0.004    0.000    0.023    0.001 context.py:408(install_registry)
     1126    0.001    0.000    0.002    0.000 context.py:435(_lookup_global)
     1089    0.002    0.000    0.003    0.000 context.py:449(_insert_global)
      201    0.000    0.000    0.000    0.000 context.py:464(_remove_global)
        1    0.000    0.000    0.000    0.000 context.py:47(__init__)
      888    0.001    0.000    0.003    0.000 context.py:474(insert_global)
      168    0.000    0.000    0.000    0.000 context.py:477(insert_attributes)
      658    0.001    0.000    0.001    0.000 context.py:481(insert_function)
  174/166    0.000    0.000    0.001    0.000 context.py:497(can_convert)
        2    0.000    0.000    0.000    0.000 context.py:51(__getitem__)
      103    0.000    0.000    0.001    0.000 context.py:522(_rate_arguments)
       18    0.000    0.000    0.002    0.000 context.py:572(resolve_overload)
        2    0.000    0.000    0.000    0.000 context.py:58(__len__)
      103    0.000    0.000    0.000    0.000 context.py:597(<lambda>)
        1    0.000    0.000    0.000    0.000 context.py:6(NRTContext)
        4    0.000    0.000    0.000    0.000 context.py:61(register)
        2    0.000    0.000    0.000    0.000 context.py:619(unify_types)
        2    0.000    0.000    0.000    0.000 context.py:622(keyfunc)
       16    0.000    0.000    0.000    0.000 context.py:635(unify_pairs)
        4    0.000    0.000    0.056    0.014 context.py:680(load_additional_registries)
        2    0.000    0.000    0.000    0.000 context.py:75(finditer)
       12    0.000    0.000    0.000    0.000 context.py:8(get_global_context)
        2    0.000    0.000    0.000    0.000 context.py:93(match)
        1    0.000    0.000    0.000    0.000 contextlib.py:129(contextmanager)
      323    0.000    0.000    0.001    0.000 contextlib.py:157(helper)
      323    0.000    0.000    0.000    0.000 contextlib.py:59(__init__)
  323/242    0.000    0.000    0.003    0.000 contextlib.py:79(__enter__)
  323/242    0.000    0.000    0.001    0.000 contextlib.py:85(__exit__)
       52    0.000    0.000    0.000    0.000 controlflow.py:107(set_entry_point)
       52    0.000    0.000    0.003    0.000 controlflow.py:114(process)
        2    0.000    0.000    0.000    0.000 controlflow.py:133(dominators)
        2    0.000    0.000    0.000    0.000 controlflow.py:142(post_dominators)
        2    0.000    0.000    0.000    0.000 controlflow.py:16(__init__)
        2    0.000    0.000    0.000    0.000 controlflow.py:201(backbone)
       24    0.000    0.000    0.000    0.000 controlflow.py:210(loops)
        2    0.000    0.000    0.000    0.000 controlflow.py:217(in_loops)
        2    0.000    0.000    0.000    0.000 controlflow.py:222(<listcomp>)
        4    0.000    0.000    0.000    0.000 controlflow.py:224(dead_nodes)
        2    0.000    0.000    0.000    0.000 controlflow.py:230(nodes)
       52    0.000    0.000    0.000    0.000 controlflow.py:313(_remove_node_edges)
      104    0.000    0.000    0.000    0.000 controlflow.py:321(_dfs)
        2    0.000    0.000    0.000    0.000 controlflow.py:33(__iter__)
       52    0.000    0.000    0.000    0.000 controlflow.py:334(_eliminate_dead_blocks)
       52    0.000    0.000    0.000    0.000 controlflow.py:348(_find_exit_points)
       52    0.000    0.000    0.000    0.000 controlflow.py:358(_find_postorder)
       52    0.000    0.000    0.000    0.000 controlflow.py:364(_dfs_rec)
       52    0.000    0.000    0.000    0.000 controlflow.py:375(_find_immediate_dominators)
       52    0.000    0.000    0.000    0.000 controlflow.py:397(<dictcomp>)
       52    0.000    0.000    0.000    0.000 controlflow.py:415(_find_dominator_tree)
       52    0.000    0.000    0.000    0.000 controlflow.py:428(_find_dominance_frontier)
       52    0.000    0.000    0.000    0.000 controlflow.py:431(<dictcomp>)
      104    0.000    0.000    0.000    0.000 controlflow.py:443(_find_dominators_internal)
       52    0.000    0.000    0.000    0.000 controlflow.py:486(_find_dominators)
       52    0.000    0.000    0.001    0.000 controlflow.py:489(_find_post_dominators)
       52    0.000    0.000    0.000    0.000 controlflow.py:509(_find_back_edges)
       52    0.000    0.000    0.000    0.000 controlflow.py:520(<genexpr>)
       52    0.000    0.000    0.000    0.000 controlflow.py:523(_find_topo_order)
       52    0.000    0.000    0.000    0.000 controlflow.py:529(_dfs_rec)
       52    0.000    0.000    0.000    0.000 controlflow.py:541(_find_descendents)
       52    0.000    0.000    0.000    0.000 controlflow.py:551(_find_loops)
      104    0.000    0.000    0.000    0.000 controlflow.py:588(<genexpr>)
       52    0.000    0.000    0.000    0.000 controlflow.py:62(__init__)
        2    0.000    0.000    0.000    0.000 controlflow.py:637(__init__)
        8    0.000    0.000    0.000    0.000 controlflow.py:658(iterliveblocks)
        2    0.000    0.000    0.000    0.000 controlflow.py:666(incoming_blocks)
        2    0.000    0.000    0.000    0.000 controlflow.py:677(run)
       52    0.000    0.000    0.000    0.000 controlflow.py:69(add_node)
        4    0.000    0.000    0.000    0.000 controlflow.py:717(<genexpr>)
       28    0.000    0.000    0.000    0.000 controlflow.py:746(_iter_inst)
       26    0.000    0.000    0.000    0.000 controlflow.py:753(_use_new_block)
        2    0.000    0.000    0.000    0.000 controlflow.py:764(_start_new_block)
        2    0.000    0.000    0.000    0.000 controlflow.py:823(op_RETURN_VALUE)
      110    0.000    0.000    0.000    0.000 controlflow.py:91(successors)
       22    0.000    0.000    0.000    0.000 controlflow.py:99(predecessors)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:24(coo_matrix)
        8    0.000    0.000    0.000    0.000 copy.py:268(_reconstruct)
        8    0.000    0.000    0.000    0.000 copy.py:66(copy)
        8    0.000    0.000    0.000    0.000 copyreg.py:87(__newobj__)
        3    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
       53    0.000    0.000    0.000    0.000 core.py:110(int)
       39    0.000    0.000    0.000    0.000 core.py:126(null)
        4    0.000    0.000    0.000    0.000 core.py:142(array)
       10    0.000    0.000    0.000    0.000 core.py:146(bitcast)
       52    0.000    0.000    0.002    0.000 core.py:161(get_or_insert_function)
        8    0.000    0.000    0.000    0.000 core.py:170(add_function)
       26    0.000    0.000    0.000    0.000 core.py:173(add_global_variable)
       12    0.000    0.000    0.000    0.000 core.py:177(get_global_variable_named)
        2    0.000    0.000    0.000    0.000 core.py:196(intrinsic)
        3    0.000    0.000    0.000    0.000 core.py:240(icmp)
       30    0.000    0.000    0.000    0.000 core.py:65(int)
        5    0.000    0.000    0.000    0.000 core.py:77(double)
       16    0.000    0.000    0.000    0.000 core.py:81(pointer)
       50    0.000    0.000    0.000    0.000 core.py:85(function)
        2    0.000    0.000    0.000    0.000 core.py:89(struct)
       30    0.000    0.000    0.000    0.000 core.py:97(void)
        2    0.000    0.000    0.000    0.000 cpu.py:140(post_lowering)
        2    0.000    0.000    0.011    0.005 cpu.py:151(create_cpython_wrapper)
        2    0.000    0.000    0.006    0.003 cpu.py:162(create_cfunc_wrapper)
        2    0.000    0.000    0.000    0.000 cpu.py:168(<listcomp>)
        2    0.000    0.000    0.014    0.007 cpu.py:193(get_executable)
        4    0.000    0.000    0.000    0.000 cpu.py:41(create_module)
        2    0.000    0.000    0.158    0.079 cpu.py:64(load_additional_registries)
        2    0.000    0.000    0.000    0.000 cpu.py:79(target_data)
       10    0.000    0.000    0.000    0.000 cpu.py:88(codegen)
        2    0.000    0.000    0.000    0.000 cpu.py:95(get_env_body)
        2    0.000    0.000    0.000    0.000 cpu_options.py:37(__bool__)
      211    0.000    0.000    0.000    0.000 cpu_options.py:80(__init__)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:18(csc_matrix)
        1    0.000    0.000    0.053    0.053 csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csr.py:20(csr_matrix)
       18    0.000    0.000    0.000    0.000 data.py:133(_create_method)
        1    0.000    0.000    0.000    0.000 data.py:159(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 data.py:21(_data_matrix)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
        2    0.000    0.000    0.000    0.000 dataflow.py:126(op_NOP)
        2    0.000    0.000    0.000    0.000 dataflow.py:19(__init__)
        3    0.000    0.000    0.000    0.000 dataflow.py:240(op_LOAD_FAST)
        1    0.000    0.000    0.000    0.000 dataflow.py:246(op_LOAD_CONST)
        6    0.000    0.000    0.000    0.000 dataflow.py:251(op_LOAD_GLOBAL)
        2    0.000    0.000    0.000    0.000 dataflow.py:26(run)
        4    0.000    0.000    0.000    0.000 dataflow.py:261(op_LOAD_ATTR)
        2    0.000    0.000    0.000    0.000 dataflow.py:30(run_on_block)
        6    0.000    0.000    0.000    0.000 dataflow.py:304(op_CALL_FUNCTION)
        6    0.000    0.000    0.000    0.000 dataflow.py:306(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataflow.py:380(_binaryop)
        2    0.000    0.000    0.000    0.000 dataflow.py:636(op_RETURN_VALUE)
        2    0.000    0.000    0.000    0.000 dataflow.py:742(__init__)
       24    0.000    0.000    0.000    0.000 dataflow.py:769(make_temp)
       22    0.000    0.000    0.000    0.000 dataflow.py:774(push)
       22    0.000    0.000    0.000    0.000 dataflow.py:778(pop)
       24    0.000    0.000    0.000    0.000 dataflow.py:841(append)
        2    0.000    0.000    0.000    0.000 dataflow.py:849(terminator)
       26    0.000    0.000    0.000    0.000 dataflow.py:85(dispatch)
        2    0.000    0.000    0.000    0.000 debuginfo.py:43(__init__)
        2    0.000    0.000    0.000    0.000 debuginfo.py:46(mark_variable)
       46    0.000    0.000    0.000    0.000 debuginfo.py:49(mark_location)
        2    0.000    0.000    0.000    0.000 debuginfo.py:52(mark_subprogram)
        2    0.000    0.000    0.000    0.000 debuginfo.py:55(finalize)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        5    0.000    0.000    0.000    0.000 decorators.py:178(_jit)
        5    0.000    0.000    0.002    0.000 decorators.py:181(wrapper)
        5    0.000    0.000    0.002    0.000 decorators.py:205(generated_jit)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dia.py:18(dia_matrix)
        1    0.000    0.000    0.000    0.000 dictdecl.py:24(DictBuiltin)
        1    0.000    0.000    0.000    0.000 dictdecl.py:3(<module>)
       26    0.000    0.000    0.000    0.000 dis.py:361(_unpack_opargs)
        2    0.000    0.000    0.000    0.000 dis.py:372(findlabels)
        4    0.000    0.000    0.000    0.000 dis.py:391(findlinestarts)
        2    0.000    0.000    0.000    0.000 dispatcher.py:118(_get_implementation)
        2    0.000    0.000    0.000    0.000 dispatcher.py:121(_customize_flags)
        5    0.000    0.000    0.000    0.000 dispatcher.py:127(__init__)
        5    0.000    0.000    0.000    0.000 dispatcher.py:172(__init__)
        6    0.000    0.000    0.000    0.000 dispatcher.py:175(__enter__)
        6    0.000    0.000    0.000    0.000 dispatcher.py:179(__exit__)
        2    0.000    0.000    0.000    0.000 dispatcher.py:183(__bool__)
        5    0.000    0.000    0.000    0.000 dispatcher.py:196(__init__)
        5    0.000    0.000    0.000    0.000 dispatcher.py:211(<genexpr>)
        5    0.000    0.000    0.000    0.000 dispatcher.py:233(_make_finalizer)
        4    0.000    0.000    0.000    0.000 dispatcher.py:265(nopython_signatures)
        4    0.000    0.000    0.000    0.000 dispatcher.py:267(<listcomp>)
        2    0.000    0.000    0.000    0.000 dispatcher.py:277(add_overload)
        2    0.000    0.000    0.000    0.000 dispatcher.py:279(<listcomp>)
        4    0.000    0.000    0.000    0.000 dispatcher.py:286(get_call_template)
        2    0.000    0.000    0.000    0.000 dispatcher.py:312(get_overload)
        2    0.000    0.000    0.000    0.000 dispatcher.py:319(is_compiling)
        2    0.000    0.000    0.851    0.425 dispatcher.py:326(_compile_for_args)
        5    0.000    0.000    0.000    0.000 dispatcher.py:42(__init__)
        4    0.000    0.000    0.000    0.000 dispatcher.py:55(fold_argument_types)
       15    0.000    0.000    0.000    0.000 dispatcher.py:612(__repr__)
        2    0.000    0.000    0.000    0.000 dispatcher.py:615(typeof_pyval)
        4    0.000    0.000    0.000    0.000 dispatcher.py:62(normal_handler)
        5    0.000    0.000    0.002    0.000 dispatcher.py:653(__init__)
        2    0.000    0.000    0.000    0.000 dispatcher.py:700(_numba_type_)
        2    0.000    0.000    0.851    0.425 dispatcher.py:76(compile)
      6/2    0.000    0.000    0.851    0.425 dispatcher.py:770(compile)
        2    0.000    0.000    0.851    0.425 dispatcher.py:83(_compile_cached)
        2    0.000    0.000    0.851    0.425 dispatcher.py:98(_compile_core)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:27(dok_matrix)
       12    0.000    0.000    0.000    0.000 dual.py:52(register_func)
        2    0.000    0.000    0.125    0.063 entrypoints.py:10(init_all)
        1    0.000    0.000    0.000    0.000 enum.py:114(__prepare__)
        1    0.000    0.000    0.000    0.000 enum.py:124(__new__)
        1    0.000    0.000    0.000    0.000 enum.py:135(<dictcomp>)
        1    0.000    0.000    0.000    0.000 enum.py:160(<setcomp>)
        3    0.000    0.000    0.000    0.000 enum.py:181(<genexpr>)
        3    0.000    0.000    0.000    0.000 enum.py:20(_is_descriptor)
